id,Year,Demographic Condition,Gender diverse,Demographic Q_code,Question number,Question Title,ANSWER1,ANSWER2,ANSWER3,ANSWER4,ANSWER5,ANSWER6,ANSWER7,MOST_NEGATIVE_OR_LEAST_POSITIVE,AGREE,SCORE5,SCORE100,ANSWER COUNT,Department,INDICATOR_ID,INDICATOR,SUB-INDICATOR_ID,SUB-INDICATOR,SUB-INDICATOR,SUBINDICATORENG
229151,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",56,16,9,3,3,5,7,82,10,7,82,4.35,84,723,Public Services and Procurement Canada,3,WORKFORCE,7,Work-life balance and workload
229152,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",58,19,8,2,3,6,5,86,9,5,86,4.44,86,288,Statistics Canada,3,WORKFORCE,7,Work-life balance and workload
229153,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",52,19,7,3,3,6,10,84,9,7,84,4.35,84,251,Agriculture and Agri-Food Canada,3,WORKFORCE,7,Work-life balance and workload
229154,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",57,11,10,5,3,6,9,80,11,9,80,4.34,83,254,"Innovation, Science and Economic Development Canada",3,WORKFORCE,7,Work-life balance and workload
229155,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",61,16,8,2,1,5,6,87,9,4,87,4.49,87,264,Environment and Climate Change Canada,3,WORKFORCE,7,Work-life balance and workload
229156,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",56,16,8,5,4,5,6,81,10,9,81,4.31,83,256,Transport Canada,3,WORKFORCE,7,Work-life balance and workload
229157,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",41,16,13,4,6,7,13,71,16,12,71,4.03,76,369,"Immigration, Refugees and Citizenship Canada",3,WORKFORCE,7,Work-life balance and workload
229158,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",43,25,12,2,5,3,10,79,13,8,79,4.15,79,281,Global Affairs Canada,3,WORKFORCE,7,Work-life balance and workload
229159,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",62,17,5,2,3,4,7,89,6,6,89,4.49,87,184,Natural Resources Canada,3,WORKFORCE,7,Work-life balance and workload
229160,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",49,17,11,7,7,2,8,74,12,15,74,4.06,77,278,Royal Canadian Mounted Police,3,WORKFORCE,7,Work-life balance and workload
229161,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",45,19,13,5,4,4,10,73,16,11,73,4.09,77,283,Indigenous Services Canada,3,WORKFORCE,7,Work-life balance and workload
229162,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",59,12,9,4,3,4,9,81,10,9,81,4.36,84,258,Veterans Affairs Canada,3,WORKFORCE,7,Work-life balance and workload
229163,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",52,15,11,2,1,10,8,82,13,5,82,4.4,85,232,Department of Justice,3,WORKFORCE,7,Work-life balance and workload
229164,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",61,18,14,0,2,2,4,84,15,2,84,4.45,86,80,Canadian Heritage,3,WORKFORCE,7,Work-life balance and workload
229166,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",60,17,8,2,1,5,6,87,9,4,87,4.51,88,98,Crown-Indigenous Relations and Northern Affairs Canada,3,WORKFORCE,7,Work-life balance and workload
229170,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",63,15,7,2,3,3,7,87,7,5,87,4.49,87,162,Treasury Board of Canada Secretariat,3,WORKFORCE,7,Work-life balance and workload
229178,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",56,12,11,2,2,7,10,82,13,5,82,4.41,85,353,Shared Services Canada,3,WORKFORCE,7,Work-life balance and workload
229186,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",57,19,10,6,2,2,5,81,10,8,81,4.32,83,133,National Research Council Canada,3,WORKFORCE,7,Work-life balance and workload
229187,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",74,11,0,0,0,7,7,100,0,0,100,4.87,97,30,Office of the Auditor General of Canada,3,WORKFORCE,7,Work-life balance and workload
229188,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",47,18,6,3,6,3,15,80,8,12,80,4.19,80,63,Public Safety Canada,3,WORKFORCE,7,Work-life balance and workload
229193,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",50,13,7,3,8,8,10,78,8,14,78,4.16,79,100,Public Health Agency of Canada,3,WORKFORCE,7,Work-life balance and workload
229194,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",43,35,0,0,11,0,11,87,0,13,87,4.1,77,10,Office of the Secretary to the Governor General,3,WORKFORCE,7,Work-life balance and workload
229200,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",43,15,11,6,8,5,12,70,13,17,70,3.96,74,569,Canada Border Services Agency,3,WORKFORCE,7,Work-life balance and workload
229202,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",53,19,10,2,6,2,8,80,11,9,80,4.23,81,231,Canadian Food Inspection Agency,3,WORKFORCE,7,Work-life balance and workload
229203,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",58,11,12,5,5,2,7,76,14,11,76,4.24,81,188,Parks Canada,3,WORKFORCE,7,Work-life balance and workload
229204,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",73,12,4,3,3,2,4,90,4,6,90,4.59,90,112,Communications Security Establishment Canada,3,WORKFORCE,7,Work-life balance and workload
229207,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",93,7,0,0,0,0,0,100,0,0,100,4.93,98,11,National Film Board of Canada,3,WORKFORCE,7,Work-life balance and workload
229209,2020,Q119D = 2,"An issue with flexibility or dexterity affects ability to move joints or perform motor tasks, especially with your hands - Not selected",2028,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",18,20,10,6,11,18,17,59,15,25,59,3.46,61,102,Statistical Survey Operations,3,WORKFORCE,7,Work-life balance and workload
229211,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",48,16,9,5,6,6,11,77,11,13,77,4.14,79,5808,Public Service,3,WORKFORCE,7,Work-life balance and workload
229212,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",47,18,8,4,4,7,12,80,10,10,80,4.23,81,1135,Canada Revenue Agency,3,WORKFORCE,7,Work-life balance and workload
229213,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",39,15,11,5,7,9,16,71,14,15,71,3.98,74,745,Employment and Social Development Canada,3,WORKFORCE,7,Work-life balance and workload
229214,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",53,18,8,5,6,3,7,79,9,12,79,4.2,80,495,Department of National Defence,3,WORKFORCE,7,Work-life balance and workload
229215,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",29,15,12,8,15,5,16,56,15,29,56,3.47,62,346,Correctional Service Canada,3,WORKFORCE,7,Work-life balance and workload
229216,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",50,14,9,1,8,5,13,78,11,12,78,4.16,79,143,Fisheries and Oceans Canada,3,WORKFORCE,7,Work-life balance and workload
229217,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",59,16,5,4,2,6,7,87,6,7,87,4.44,86,145,Health Canada,3,WORKFORCE,7,Work-life balance and workload
229218,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",54,16,10,5,4,5,7,79,11,10,79,4.25,81,293,Public Services and Procurement Canada,3,WORKFORCE,7,Work-life balance and workload
229219,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",56,19,10,2,5,7,3,82,11,7,82,4.32,83,113,Statistics Canada,3,WORKFORCE,7,Work-life balance and workload
229220,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",54,13,7,6,3,8,9,81,8,11,81,4.3,83,107,Agriculture and Agri-Food Canada,3,WORKFORCE,7,Work-life balance and workload
229221,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",65,6,7,7,4,4,7,80,7,13,80,4.35,84,107,"Innovation, Science and Economic Development Canada",3,WORKFORCE,7,Work-life balance and workload
229222,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",59,16,9,0,3,7,6,86,10,4,86,4.47,87,98,Environment and Climate Change Canada,3,WORKFORCE,7,Work-life balance and workload
229223,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",53,18,10,6,2,4,6,80,11,9,80,4.28,82,78,Transport Canada,3,WORKFORCE,7,Work-life balance and workload
229224,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",39,16,13,6,8,6,12,67,15,18,67,3.86,71,149,"Immigration, Refugees and Citizenship Canada",3,WORKFORCE,7,Work-life balance and workload
229225,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",46,28,8,1,5,4,8,84,10,7,84,4.24,81,81,Global Affairs Canada,3,WORKFORCE,7,Work-life balance and workload
229226,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",64,12,7,1,3,3,10,87,8,5,87,4.52,88,71,Natural Resources Canada,3,WORKFORCE,7,Work-life balance and workload
229227,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",41,24,9,9,8,1,8,71,10,19,71,3.88,72,121,Royal Canadian Mounted Police,3,WORKFORCE,7,Work-life balance and workload
229228,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",43,17,14,8,5,5,7,69,16,15,69,3.97,74,100,Indigenous Services Canada,3,WORKFORCE,7,Work-life balance and workload
229229,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",61,13,8,6,4,4,6,81,8,10,81,4.33,83,122,Veterans Affairs Canada,3,WORKFORCE,7,Work-life balance and workload
229230,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",57,12,7,1,3,12,8,86,8,5,86,4.48,87,98,Department of Justice,3,WORKFORCE,7,Work-life balance and workload
229231,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",58,24,10,0,0,5,3,89,11,0,89,4.51,88,38,Canadian Heritage,3,WORKFORCE,7,Work-life balance and workload
229232,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",63,17,7,0,0,4,9,92,8,0,92,4.64,91,32,Public Service Commission of Canada,3,WORKFORCE,7,Work-life balance and workload
229233,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",55,13,14,0,0,7,11,83,17,0,83,4.5,87,37,Crown-Indigenous Relations and Northern Affairs Canada,3,WORKFORCE,7,Work-life balance and workload
229234,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",50,5,10,9,5,5,17,69,13,18,69,4.08,77,22,Immigration and Refugee Board of Canada,3,WORKFORCE,7,Work-life balance and workload
229235,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",66,22,6,6,0,0,0,88,6,6,88,4.49,87,18,Department of Finance Canada,3,WORKFORCE,7,Work-life balance and workload
229237,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",62,23,6,1,1,3,3,91,6,3,91,4.53,88,66,Treasury Board of Canada Secretariat,3,WORKFORCE,7,Work-life balance and workload
229238,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",47,17,11,8,5,0,11,72,12,15,72,4.04,76,17,Privy Council Office,3,WORKFORCE,7,Work-life balance and workload
229239,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",43,11,0,6,27,0,13,62,0,38,62,3.44,61,15,Courts Administration Service,3,WORKFORCE,7,Work-life balance and workload
229240,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",63,17,10,10,0,0,0,81,10,10,81,4.34,84,11,Canadian Radio-television and TeleCommunications Commission,3,WORKFORCE,7,Work-life balance and workload
229241,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",84,11,0,6,0,0,0,94,0,6,94,4.72,93,18,Atlantic Canada Opportunities Agency,3,WORKFORCE,7,Work-life balance and workload
229244,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",69,10,11,0,0,0,11,88,12,0,88,4.66,91,10,Canadian Institutes of Health Research,3,WORKFORCE,7,Work-life balance and workload
229245,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",44,13,12,3,3,11,15,76,17,7,76,4.24,81,106,Shared Services Canada,3,WORKFORCE,7,Work-life balance and workload
229247,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",55,6,0,6,6,10,18,84,0,16,84,4.36,84,18,Office of the Chief Electoral Officer,3,WORKFORCE,7,Work-life balance and workload
229248,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",64,15,15,0,0,0,5,84,16,0,84,4.52,88,20,Canadian Human Rights Commission,3,WORKFORCE,7,Work-life balance and workload
229251,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",77,9,0,0,5,5,5,95,0,5,95,4.69,92,19,Public Prosecution Service of Canada,3,WORKFORCE,7,Work-life balance and workload
229252,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",73,6,0,0,0,0,21,100,0,0,100,4.92,98,15,Impact Assessment Agency of Canada,3,WORKFORCE,7,Work-life balance and workload
229253,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",52,18,4,12,3,5,5,78,4,18,78,4.15,79,45,National Research Council Canada,3,WORKFORCE,7,Work-life balance and workload
229255,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",46,22,0,6,6,0,20,85,0,15,85,4.21,80,33,Public Safety Canada,3,WORKFORCE,7,Work-life balance and workload
229256,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",70,10,0,0,0,10,10,100,0,0,100,4.87,97,10,Canadian Transportation Agency,3,WORKFORCE,7,Work-life balance and workload
229257,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",90,0,0,10,0,0,0,90,0,10,90,4.69,92,10,Social Sciences and Humanities Research Council of Canada,3,WORKFORCE,7,Work-life balance and workload
229259,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",75,5,5,5,5,0,4,84,5,11,84,4.47,87,20,Canadian Nuclear Safety Commission,3,WORKFORCE,7,Work-life balance and workload
229260,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",51,14,2,2,6,11,14,86,3,11,86,4.36,84,41,Public Health Agency of Canada,3,WORKFORCE,7,Work-life balance and workload
229262,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",33,25,19,7,0,12,4,70,22,8,70,4.01,75,17,Library and Archives Canada,3,WORKFORCE,7,Work-life balance and workload
229263,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",50,13,13,0,0,6,19,83,17,0,83,4.5,88,16,Canada Energy Regulator,3,WORKFORCE,7,Work-life balance and workload
229264,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",59,7,7,7,15,5,0,70,7,23,70,3.92,73,15,Canada School of Public Service,3,WORKFORCE,7,Work-life balance and workload
229265,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",91,0,0,0,5,5,0,95,0,5,95,4.8,95,22,Natural Sciences and Engineering Research Council of Canada,3,WORKFORCE,7,Work-life balance and workload
229266,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",69,7,8,0,0,0,16,91,9,0,91,4.74,93,13,Infrastructure Canada,3,WORKFORCE,7,Work-life balance and workload
229267,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",38,20,8,4,10,7,13,72,10,18,72,3.89,72,206,Canada Border Services Agency,3,WORKFORCE,7,Work-life balance and workload
229269,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",60,13,10,2,6,2,6,80,10,9,80,4.31,83,84,Canadian Food Inspection Agency,3,WORKFORCE,7,Work-life balance and workload
229270,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",75,3,4,5,10,2,0,80,5,16,80,4.3,82,58,Parks Canada,3,WORKFORCE,7,Work-life balance and workload
229271,2020,Q119E = 1,"A mental health issue affects psychology or behaviour, such as anxiety, depression or social / compulsive disorder or phobia or psychiatric illness",2029,Q29,"Question 29. During the COVID-19 pandemic, my immediate supervisor supported the use of flexible work hours.",84,3,0,3,0,7,3,96,0,4,96,4.85,96,31,Communications Security Establishment Canada,3,WORKFORCE,7,Work-life balance and workload
